Week,Temp,pH,Treatment,Trt_Rep,Photo_Rep,File_name,Type,Number
Week4,High,High,BB,4,3,BB4_x4_3,Productive,11
Week4,High,High,BB,4,3,BB4_x4_3,Non-productive,9
Week4,High,High,BB,5,1,BB5_x4_1,Eggs,0
Week4,High,High,BB,5,1,BB5_x4_1,Juveniles,11
Week4,High,High,BB,5,1,BB5_x4_1,Females,6
Week4,High,High,BB,5,1,BB5_x4_1,Males,3
Week4,High,High,BB,5,1,BB5_x4_1,Productive,6
Week4,High,High,BB,5,1,BB5_x4_1,Non-productive,3
Week4,High,High,BB,5,2,BB5_x4_2,Eggs,2
Week4,High,High,BB,5,2,BB5_x4_2,Juveniles,22
Week4,High,High,BB,5,2,BB5_x4_2,Females,14
Week4,High,High,BB,5,2,BB5_x4_2,Males,5
Week4,High,High,BB,5,2,BB5_x4_2,Productive,14
Week4,High,High,BB,5,2,BB5_x4_2,Non-productive,5
Week4,High,High,BB,5,3,BB5_x4_3,Eggs,2
Week4,High,High,BB,5,3,BB5_x4_3,Juveniles,12
Week4,High,High,BB,5,3,BB5_x4_3,Females,7
Week4,High,High,BB,5,3,BB5_x4_3,Males,0
Week4,High,High,BB,5,3,BB5_x4_3,Productive,7
Week4,High,High,BB,5,3,BB5_x4_3,Non-productive,0
Week4,High,High,BB,6,1,BB6_x4_1,Eggs,3
Week4,High,High,BB,6,1,BB6_x4_1,Juveniles,16
Week4,High,High,BB,6,1,BB6_x4_1,Females,10
Week4,High,High,BB,6,1,BB6_x4_1,Males,4
Week4,High,High,BB,6,1,BB6_x4_1,Productive,10
Week4,High,High,BB,6,1,BB6_x4_1,Non-productive,4
Week4,High,High,BB,6,2,BB6_x4_2,Eggs,0
Week4,High,High,BB,6,2,BB6_x4_2,Juveniles,13
Week4,High,High,BB,6,2,BB6_x4_2,Females,8
Week4,High,High,BB,6,2,BB6_x4_2,Males,4
Week4,High,High,BB,6,2,BB6_x4_2,Productive,8
Week4,High,High,BB,6,2,BB6_x4_2,Non-productive,4
Week4,High,High,BB,6,3,BB6_x4_3,Eggs,4
Week4,High,High,BB,6,3,BB6_x4_3,Juveniles,10
Week4,High,High,BB,6,3,BB6_x4_3,Females,8
Week4,High,High,BB,6,3,BB6_x4_3,Males,5
Week4,High,High,BB,6,3,BB6_x4_3,Productive,8
Week4,High,High,BB,6,3,BB6_x4_3,Non-productive,5
Week4,High,High,BB,7,1,BB7_x4_1,Eggs,6
Week4,High,High,BB,7,1,BB7_x4_1,Juveniles,11
Week4,High,High,BB,7,1,BB7_x4_1,Females,8
Week4,High,High,BB,7,1,BB7_x4_1,Males,3
Week4,High,High,BB,7,1,BB7_x4_1,Productive,8
Week4,High,High,BB,7,1,BB7_x4_1,Non-productive,3
Week4,High,High,BB,7,2,BB7_x4_2,Eggs,2
Week4,High,High,BB,7,2,BB7_x4_2,Juveniles,9
Week4,High,High,BB,7,2,BB7_x4_2,Females,7
Week4,High,High,BB,7,2,BB7_x4_2,Males,3
Week4,High,High,BB,7,2,BB7_x4_2,Productive,7
Week4,High,High,BB,7,2,BB7_x4_2,Non-productive,3
Week4,High,High,BB,7,3,BB7_x4_3,Eggs,1
Week4,High,High,BB,7,3,BB7_x4_3,Juveniles,14
Week4,High,High,BB,7,3,BB7_x4_3,Females,8
Week4,High,High,BB,7,3,BB7_x4_3,Males,1
Week4,High,High,BB,7,3,BB7_x4_3,Productive,8
Week4,High,High,BB,7,3,BB7_x4_3,Non-productive,1
Week4,High,High,BB,8,1,BB8_x4_1,Eggs,5
Week4,High,High,BB,8,1,BB8_x4_1,Juveniles,23
Week4,High,High,BB,8,1,BB8_x4_1,Females,12
Week4,High,High,BB,8,1,BB8_x4_1,Males,3
Week4,High,High,BB,8,1,BB8_x4_1,Productive,12
Week4,High,High,BB,8,1,BB8_x4_1,Non-productive,3
Week4,High,High,BB,8,2,BB8_x4_2,Eggs,10
Week4,High,High,BB,8,2,BB8_x4_2,Juveniles,7
Week4,High,High,BB,8,2,BB8_x4_2,Females,6
Week4,High,High,BB,8,2,BB8_x4_2,Males,2
Week4,High,High,BB,8,2,BB8_x4_2,Productive,6
Week4,High,High,BB,8,2,BB8_x4_2,Non-productive,2
Week4,High,High,BB,8,3,BB8_x4_3,Eggs,6
Week4,High,High,BB,8,3,BB8_x4_3,Juveniles,13
Week4,High,High,BB,8,3,BB8_x4_3,Females,10
Week4,High,High,BB,8,3,BB8_x4_3,Males,2
Week4,High,High,BB,8,3,BB8_x4_3,Productive,10
Week4,High,High,BB,8,3,BB8_x4_3,Non-productive,2
Week4,High,High,BB,9,1,BB9_x4_1,Eggs,3
Week4,High,High,BB,9,1,BB9_x4_1,Juveniles,11
Week4,High,High,BB,9,1,BB9_x4_1,Females,7
Week4,High,High,BB,9,1,BB9_x4_1,Males,6
Week4,High,High,BB,9,1,BB9_x4_1,Productive,7
Week4,High,High,BB,9,1,BB9_x4_1,Non-productive,6
Week4,High,High,BB,9,2,BB9_x4_2,Eggs,3
Week4,High,High,BB,9,2,BB9_x4_2,Juveniles,10
Week4,High,High,BB,9,2,BB9_x4_2,Females,6
Week4,High,High,BB,9,2,BB9_x4_2,Males,6
Week4,High,High,BB,9,2,BB9_x4_2,Productive,6
Week4,High,High,BB,9,2,BB9_x4_2,Non-productive,6
Week4,High,High,BB,9,3,BB9_x4_3,Eggs,8
Week4,High,High,BB,9,3,BB9_x4_3,Juveniles,18
Week4,High,High,BB,9,3,BB9_x4_3,Females,11
Week4,High,High,BB,9,3,BB9_x4_3,Males,3
Week4,High,High,BB,9,3,BB9_x4_3,Productive,11
Week4,High,High,BB,9,3,BB9_x4_3,Non-productive,3
Week4,High,High,BB,10,1,BB10_x4_1,Eggs,0
Week4,High,High,BB,10,1,BB10_x4_1,Juveniles,10
Week4,High,High,BB,10,1,BB10_x4_1,Females,6
Week4,High,High,BB,10,1,BB10_x4_1,Males,9
Week4,High,High,BB,10,1,BB10_x4_1,Productive,6
Week4,High,High,BB,10,1,BB10_x4_1,Non-productive,9
Week4,High,High,BB,10,2,BB10_x4_2,Eggs,0
Week4,High,High,BB,10,2,BB10_x4_2,Juveniles,12
Week4,High,High,BB,10,2,BB10_x4_2,Females,7
Week4,High,High,BB,10,2,BB10_x4_2,Males,7
Week4,High,High,BB,10,2,BB10_x4_2,Productive,7
Week4,High,High,BB,10,2,BB10_x4_2,Non-productive,7
Week4,High,High,BB,10,3,BB10_x4_3,Eggs,3
Week4,High,High,BB,10,3,BB10_x4_3,Juveniles,12
Week4,High,High,BB,10,3,BB10_x4_3,Females,6
Week4,High,High,BB,10,3,BB10_x4_3,Males,3
Week4,High,High,BB,10,3,BB10_x4_3,Productive,6
Week4,High,High,BB,10,3,BB10_x4_3,Non-productive,3
